file,status,reason
0_6_1500_1.csv,OK,
0_6_1500_2.csv,OK,
0_6_1500_3.csv,OK,
0_6_2000_1.csv,OK,
0_6_2000_2.csv,OK,
0_6_2000_3.csv,OK,
0_6_2500_1.csv,OK,
0_6_2500_2.csv,OK,
0_6_2500_3.csv,OK,
0_6_3000_1.csv,OK,
0_6_3000_2.csv,OK,
0_6_3000_3.csv,OK,
0_6_3500_1.csv,OK,
0_6_3500_2.csv,OK,
0_6_3500_3.csv,OK,
0_6_4000_1.csv,OK,
0_6_4000_2.csv,OK,
0_6_4000_3.csv,OK,
0_6_4500_1.csv,OK,
0_6_4500_2.csv,OK,
0_6_4500_3.csv,OK,
0_6_5000_1.csv,OK,
0_6_5000_2.csv,OK,
0_6_5000_3.csv,OK,
0_6_5500_1.csv,OK,
0_6_5500_2.csv,OK,
0_6_5500_3.csv,OK,
0_6_6000_1.csv,OK,
0_6_6000_2.csv,OK,
0_6_6000_3.csv,OK,
1535_3_1500_1.csv,OK,
1535_3_1500_2.csv,OK,
1535_3_1500_3.csv,OK,
1535_3_2000_1.csv,OK,
1535_3_2000_2.csv,OK,
1535_3_2000_3.csv,OK,
1535_3_2500_1.csv,OK,
1535_3_2500_2.csv,OK,
1535_3_2500_3.csv,OK,
1535_3_3000_1.csv,OK,
1535_3_3000_2.csv,OK,
1535_3_3000_3.csv,OK,
1535_3_3500_1.csv,OK,
1535_3_3500_2.csv,OK,
1535_3_3500_3.csv,OK,
1535_3_4000_1.csv,OK,
1535_3_4000_2.csv,OK,
1535_3_4000_3.csv,OK,
1535_3_4500_1.csv,OK,
1535_3_4500_2.csv,OK,
1535_3_4500_3.csv,OK,
1535_3_5000_1.csv,OK,
1535_3_5000_2.csv,OK,
1535_3_5000_3.csv,OK,
1535_3_5500_1.csv,OK,
1535_3_5500_2.csv,OK,
1535_3_5500_3.csv,OK,
1535_3_6000_1.csv,OK,
1535_3_6000_2.csv,OK,
1535_3_6000_3.csv,OK,
178_6_1500_1.csv,OK,
178_6_1500_2.csv,OK,
178_6_1500_3.csv,OK,
178_6_2000_1.csv,OK,
178_6_2000_2.csv,OK,
178_6_2000_3.csv,OK,
178_6_2500_1.csv,OK,
178_6_2500_2.csv,OK,
178_6_2500_3.csv,OK,
178_6_3000_1.csv,OK,
178_6_3000_2.csv,OK,
178_6_3000_3.csv,OK,
178_6_3500_1.csv,OK,
178_6_3500_2.csv,OK,
178_6_3500_3.csv,OK,
178_6_4000_1.csv,OK,
178_6_4000_2.csv,OK,
178_6_4000_3.csv,OK,
178_6_4500_1.csv,OK,
178_6_4500_2.csv,OK,
178_6_4500_3.csv,OK,
178_6_5000_1.csv,OK,
178_6_5000_2.csv,OK,
178_6_5000_3.csv,OK,
178_6_5500_1.csv,OK,
178_6_5500_2.csv,OK,
178_6_5500_3.csv,OK,
178_6_6000_1.csv,OK,
178_6_6000_2.csv,OK,
178_6_6000_3.csv,OK,
230_6_1500_1.csv,OK,
230_6_1500_2.csv,OK,
230_6_1500_3.csv,OK,
230_6_2000_1.csv,OK,
230_6_2000_2.csv,OK,
230_6_2000_3.csv,OK,
230_6_2500_1.csv,OK,
230_6_2500_2.csv,OK,
230_6_2500_3.csv,OK,
230_6_3000_1.csv,OK,
230_6_3000_2.csv,OK,
230_6_3000_3.csv,OK,
230_6_3500_1.csv,OK,
230_6_3500_2.csv,OK,
230_6_3500_3.csv,OK,
230_6_4000_1.csv,OK,
230_6_4000_2.csv,OK,
230_6_4000_3.csv,OK,
230_6_4500_1.csv,OK,
230_6_4500_2.csv,OK,
230_6_4500_3.csv,OK,
230_6_5000_1.csv,OK,
230_6_5000_2.csv,OK,
230_6_5000_3.csv,OK,
230_6_5500_1.csv,OK,
230_6_5500_2.csv,OK,
230_6_5500_3.csv,OK,
230_6_6000_1.csv,OK,
230_6_6000_2.csv,OK,
230_6_6000_3.csv,OK,
23_4_1500_1.csv,OK,
23_4_1500_2.csv,OK,
23_4_1500_3.csv,OK,
23_4_2000_1.csv,OK,
23_4_2000_2.csv,OK,
23_4_2000_3.csv,OK,
23_4_2500_1.csv,OK,
23_4_2500_2.csv,OK,
23_4_2500_3.csv,OK,
23_4_3000_1.csv,OK,
23_4_3000_2.csv,OK,
23_4_3000_3.csv,OK,
23_4_3500_1.csv,OK,
23_4_3500_2.csv,OK,
23_4_3500_3.csv,OK,
23_4_4000_1.csv,OK,
23_4_4000_2.csv,OK,
23_4_4000_3.csv,OK,
23_4_4500_1.csv,OK,
23_4_4500_2.csv,OK,
23_4_4500_3.csv,OK,
23_4_5000_1.csv,OK,
23_4_5000_2.csv,OK,
23_4_5000_3.csv,OK,
23_4_5500_1.csv,OK,
23_4_5500_2.csv,OK,
23_4_5500_3.csv,OK,
23_4_6000_1.csv,OK,
23_4_6000_2.csv,OK,
23_4_6000_3.csv,OK,
370_6_1500_1.csv,OK,
370_6_1500_2.csv,OK,
370_6_1500_3.csv,OK,
370_6_2000_1.csv,OK,
370_6_2000_2.csv,OK,
370_6_2000_3.csv,OK,
370_6_2500_1.csv,OK,
370_6_2500_2.csv,OK,
370_6_2500_3.csv,OK,
370_6_3000_1.csv,OK,
370_6_3000_2.csv,OK,
370_6_3000_3.csv,OK,
370_6_3500_1.csv,OK,
370_6_3500_2.csv,OK,
370_6_3500_3.csv,OK,
370_6_4000_1.csv,OK,
370_6_4000_2.csv,OK,
370_6_4000_3.csv,OK,
370_6_4500_1.csv,OK,
370_6_4500_2.csv,OK,
370_6_4500_3.csv,OK,
370_6_5000_1.csv,OK,
370_6_5000_2.csv,OK,
370_6_5000_3.csv,OK,
370_6_5500_1.csv,OK,
370_6_5500_2.csv,OK,
370_6_5500_3.csv,OK,
370_6_6000_1.csv,OK,
370_6_6000_2.csv,OK,
370_6_6000_3.csv,OK,
394_6_1500_1.csv,WARNING,"no launch detected, height set to raw distance"
394_6_1500_2.csv,WARNING,"no launch detected, height set to raw distance"
394_6_1500_3.csv,WARNING,"no launch detected, height set to raw distance"
394_6_2000_1.csv,WARNING,"no launch detected, height set to raw distance"
394_6_2000_2.csv,WARNING,"no launch detected, height set to raw distance"
394_6_2000_3.csv,OK,
394_6_2500_1.csv,OK,
394_6_2500_2.csv,OK,
394_6_2500_3.csv,WARNING,"no launch detected, height set to raw distance"
394_6_3000_1.csv,WARNING,"no launch detected, height set to raw distance"
394_6_3000_2.csv,WARNING,"no launch detected, height set to raw distance"
394_6_3000_3.csv,OK,
394_6_3500_1.csv,OK,
394_6_3500_2.csv,OK,
394_6_3500_3.csv,OK,
394_6_4000_1.csv,OK,
394_6_4000_2.csv,OK,
394_6_4000_3.csv,OK,
394_6_4500_1.csv,OK,
394_6_4500_2.csv,OK,
394_6_4500_3.csv,OK,
394_6_5000_1.csv,OK,
394_6_5000_2.csv,OK,
394_6_5000_3.csv,OK,
394_6_5500_1.csv,OK,
394_6_5500_2.csv,OK,
394_6_5500_3.csv,OK,
394_6_6000_1.csv,OK,
394_6_6000_2.csv,OK,
394_6_6000_3.csv,OK,
492_3_1500_1.csv,OK,
492_3_1500_2.csv,OK,
492_3_1500_3.csv,OK,
492_3_2000_1.csv,OK,
492_3_2000_2.csv,OK,
492_3_2000_3.csv,OK,
492_3_2500_1.csv,OK,
492_3_2500_2.csv,OK,
492_3_2500_3.csv,OK,
492_3_3000_1.csv,OK,
492_3_3000_2.csv,OK,
492_3_3000_3.csv,OK,
492_3_3500_1.csv,OK,
492_3_3500_2.csv,OK,
492_3_3500_3.csv,OK,
492_3_4000_1.csv,OK,
492_3_4000_2.csv,OK,
492_3_4000_3.csv,OK,
492_3_4500_1.csv,OK,
492_3_4500_2.csv,OK,
492_3_4500_3.csv,OK,
492_3_5000_1.csv,OK,
492_3_5000_2.csv,OK,
492_3_5000_3.csv,OK,
492_3_5500_1.csv,OK,
492_3_5500_2.csv,OK,
492_3_5500_3.csv,OK,
492_3_6000_1.csv,OK,
492_3_6000_2.csv,OK,
492_3_6000_3.csv,OK,
507_6_1500_1.csv,OK,
507_6_1500_2.csv,OK,
507_6_1500_3.csv,OK,
507_6_2000_1.csv,OK,
507_6_2000_2.csv,OK,
507_6_2000_3.csv,OK,
507_6_2500_1.csv,OK,
507_6_2500_2.csv,OK,
507_6_2500_3.csv,OK,
507_6_3000_1.csv,OK,
507_6_3000_2.csv,OK,
507_6_3000_3.csv,OK,
507_6_3500_1.csv,OK,
507_6_3500_2.csv,OK,
507_6_3500_3.csv,OK,
507_6_4000_1.csv,OK,
507_6_4000_2.csv,OK,
507_6_4000_3.csv,OK,
507_6_4500_1.csv,OK,
507_6_4500_2.csv,OK,
507_6_4500_3.csv,OK,
507_6_5000_1.csv,OK,
507_6_5000_2.csv,OK,
507_6_5000_3.csv,OK,
507_6_5500_1.csv,OK,
507_6_5500_2.csv,OK,
507_6_5500_3.csv,OK,
507_6_6000_1.csv,OK,
507_6_6000_2.csv,OK,
507_6_6000_3.csv,OK,
515_5_1500_1.csv,WARNING,"no launch detected, height set to raw distance"
515_5_1500_2.csv,WARNING,"no launch detected, height set to raw distance"
515_5_1500_3.csv,WARNING,"no launch detected, height set to raw distance"
515_5_2000_1.csv,OK,
515_5_2000_2.csv,OK,
515_5_2000_3.csv,OK,
515_5_2500_1.csv,WARNING,"no launch detected, height set to raw distance"
515_5_2500_2.csv,OK,
515_5_2500_3.csv,OK,
515_5_3000_1.csv,OK,
515_5_3000_2.csv,OK,
515_5_3000_3.csv,OK,
515_5_3500_1.csv,OK,
515_5_3500_2.csv,OK,
515_5_3500_3.csv,OK,
515_5_4000_1.csv,OK,
515_5_4000_2.csv,OK,
515_5_4000_3.csv,OK,
515_5_4500_1.csv,OK,
515_5_4500_2.csv,OK,
515_5_4500_3.csv,OK,
515_5_5000_1.csv,OK,
515_5_5000_2.csv,OK,
515_5_5000_3.csv,OK,
515_5_5500_1.csv,OK,
515_5_5500_2.csv,OK,
515_5_5500_3.csv,OK,
515_5_6000_1.csv,OK,
515_5_6000_2.csv,OK,
515_5_6000_3.csv,OK,
538_3_1500_1.csv,OK,
538_3_1500_2.csv,OK,
538_3_1500_3.csv,OK,
538_3_2000_1.csv,OK,
538_3_2000_2.csv,OK,
538_3_2000_3.csv,OK,
538_3_2500_1.csv,OK,
538_3_2500_2.csv,OK,
538_3_2500_3.csv,OK,
538_3_3000_1.csv,OK,
538_3_3000_2.csv,OK,
538_3_3000_3.csv,OK,
538_3_3500_1.csv,OK,
538_3_3500_2.csv,OK,
538_3_3500_3.csv,OK,
538_3_4000_1.csv,OK,
538_3_4000_2.csv,OK,
538_3_4000_3.csv,OK,
538_3_4500_1.csv,OK,
538_3_4500_2.csv,OK,
538_3_4500_3.csv,OK,
538_3_5000_1.csv,OK,
538_3_5000_2.csv,OK,
538_3_5000_3.csv,OK,
538_3_5500_1.csv,OK,
538_3_5500_2.csv,OK,
538_3_5500_3.csv,OK,
538_3_6000_1.csv,OK,
538_3_6000_2.csv,OK,
538_3_6000_3.csv,OK,
561_3_1500_1.csv,OK,
561_3_1500_2.csv,OK,
561_3_1500_3.csv,OK,
561_3_2000_1.csv,OK,
561_3_2000_2.csv,OK,
561_3_2000_3.csv,OK,
561_3_2500_1.csv,OK,
561_3_2500_2.csv,OK,
561_3_2500_3.csv,OK,
561_3_3000_1.csv,OK,
561_3_3000_2.csv,OK,
561_3_3000_3.csv,OK,
561_3_3500_1.csv,OK,
561_3_3500_2.csv,OK,
561_3_3500_3.csv,OK,
561_3_4000_1.csv,OK,
561_3_4000_2.csv,OK,
561_3_4000_3.csv,OK,
561_3_4500_1.csv,OK,
561_3_4500_2.csv,OK,
561_3_4500_3.csv,OK,
561_3_5000_1.csv,OK,
561_3_5000_2.csv,OK,
561_3_5000_3.csv,OK,
561_3_5500_1.csv,OK,
561_3_5500_2.csv,OK,
561_3_5500_3.csv,OK,
561_3_6000_1.csv,OK,
561_3_6000_2.csv,OK,
561_3_6000_3.csv,OK,
60_6_1500_1.csv,OK,
60_6_1500_2.csv,OK,
60_6_1500_3.csv,WARNING,"no launch detected, height set to raw distance"
60_6_2000_1.csv,WARNING,"no launch detected, height set to raw distance"
60_6_2000_2.csv,WARNING,"no launch detected, height set to raw distance"
60_6_2000_3.csv,OK,
60_6_2500_1.csv,OK,
60_6_2500_2.csv,OK,
60_6_2500_3.csv,OK,
60_6_3000_1.csv,OK,
60_6_3000_2.csv,OK,
60_6_3000_3.csv,OK,
60_6_3500_1.csv,OK,
60_6_3500_2.csv,OK,
60_6_3500_3.csv,OK,
60_6_4000_1.csv,OK,
60_6_4000_2.csv,OK,
60_6_4000_3.csv,OK,
60_6_4500_1.csv,OK,
60_6_4500_2.csv,OK,
60_6_4500_3.csv,OK,
60_6_5000_1.csv,OK,
60_6_5000_2.csv,OK,
60_6_5000_3.csv,OK,
60_6_5500_1.csv,OK,
60_6_5500_2.csv,OK,
60_6_5500_3.csv,OK,
60_6_6000_1.csv,OK,
60_6_6000_2.csv,OK,
60_6_6000_3.csv,OK,
628_5_1500_1.csv,OK,
628_5_1500_2.csv,OK,
628_5_1500_3.csv,OK,
628_5_2000_1.csv,OK,
628_5_2000_2.csv,OK,
628_5_2000_3.csv,OK,
628_5_2500_1.csv,OK,
628_5_2500_2.csv,OK,
628_5_2500_3.csv,OK,
628_5_3000_1.csv,OK,
628_5_3000_2.csv,OK,
628_5_3000_3.csv,OK,
628_5_3500_1.csv,OK,
628_5_3500_2.csv,OK,
628_5_3500_3.csv,OK,
628_5_4000_1.csv,OK,
628_5_4000_2.csv,OK,
628_5_4000_3.csv,OK,
628_5_4500_1.csv,OK,
628_5_4500_2.csv,OK,
628_5_4500_3.csv,OK,
628_5_5000_1.csv,OK,
628_5_5000_2.csv,OK,
628_5_5000_3.csv,OK,
628_5_5500_1.csv,OK,
628_5_5500_2.csv,OK,
628_5_5500_3.csv,OK,
628_5_6000_1.csv,OK,
628_5_6000_2.csv,OK,
628_5_6000_3.csv,OK,
739_3_1500_1.csv,OK,
739_3_1500_2.csv,OK,
739_3_1500_3.csv,OK,
739_3_2000_1.csv,OK,
739_3_2000_2.csv,OK,
739_3_2000_3.csv,OK,
739_3_2500_1.csv,OK,
739_3_2500_2.csv,OK,
739_3_2500_3.csv,OK,
739_3_3000_1.csv,OK,
739_3_3000_2.csv,OK,
739_3_3000_3.csv,OK,
739_3_3500_1.csv,OK,
739_3_3500_2.csv,OK,
739_3_3500_3.csv,OK,
739_3_4000_1.csv,OK,
739_3_4000_2.csv,OK,
739_3_4000_3.csv,OK,
739_3_4500_1.csv,OK,
739_3_4500_2.csv,OK,
739_3_4500_3.csv,OK,
739_3_5000_1.csv,OK,
739_3_5000_2.csv,OK,
739_3_5000_3.csv,OK,
739_3_5500_1.csv,OK,
739_3_5500_2.csv,OK,
739_3_5500_3.csv,OK,
739_3_6000_1.csv,OK,
739_3_6000_2.csv,OK,
739_3_6000_3.csv,OK,
806_4_1500_1.csv,OK,
806_4_1500_2.csv,OK,
806_4_1500_3.csv,OK,
806_4_2000_1.csv,OK,
806_4_2000_2.csv,OK,
806_4_2000_3.csv,OK,
806_4_2500_1.csv,OK,
806_4_2500_2.csv,OK,
806_4_2500_3.csv,OK,
806_4_3000_1.csv,OK,
806_4_3000_2.csv,OK,
806_4_3000_3.csv,OK,
806_4_3500_1.csv,OK,
806_4_3500_2.csv,OK,
806_4_3500_3.csv,OK,
806_4_4000_1.csv,OK,
806_4_4000_2.csv,OK,
806_4_4000_3.csv,OK,
806_4_4500_1.csv,OK,
806_4_4500_2.csv,OK,
806_4_4500_3.csv,OK,
806_4_5000_1.csv,OK,
806_4_5000_2.csv,OK,
806_4_5000_3.csv,OK,
806_4_5500_1.csv,OK,
806_4_5500_2.csv,OK,
806_4_5500_3.csv,OK,
806_4_6000_1.csv,OK,
806_4_6000_2.csv,OK,
806_4_6000_3.csv,OK,
859_3_1500_1.csv,OK,
859_3_1500_2.csv,OK,
859_3_1500_3.csv,OK,
859_3_2000_1.csv,OK,
859_3_2000_2.csv,OK,
859_3_2000_3.csv,OK,
859_3_2500_1.csv,OK,
859_3_2500_2.csv,OK,
859_3_2500_3.csv,OK,
859_3_3000_1.csv,OK,
859_3_3000_2.csv,OK,
859_3_3000_3.csv,OK,
859_3_3500_1.csv,OK,
859_3_3500_2.csv,OK,
859_3_3500_3.csv,OK,
859_3_4000_1.csv,OK,
859_3_4000_2.csv,OK,
859_3_4000_3.csv,OK,
859_3_4500_1.csv,OK,
859_3_4500_2.csv,OK,
859_3_4500_3.csv,OK,
859_3_5000_1.csv,OK,
859_3_5000_2.csv,OK,
859_3_5000_3.csv,OK,
859_3_5500_1.csv,OK,
859_3_5500_2.csv,OK,
859_3_5500_3.csv,OK,
859_3_6000_1.csv,OK,
859_3_6000_2.csv,OK,
859_3_6000_3.csv,OK,
866_3_1500_1.csv,OK,
866_3_1500_2.csv,OK,
866_3_1500_3.csv,OK,
866_3_2000_1.csv,OK,
866_3_2000_2.csv,OK,
866_3_2000_3.csv,OK,
866_3_2500_1.csv,OK,
866_3_2500_2.csv,OK,
866_3_2500_3.csv,OK,
866_3_3000_1.csv,OK,
866_3_3000_2.csv,OK,
866_3_3000_3.csv,OK,
866_3_3500_1.csv,OK,
866_3_3500_2.csv,OK,
866_3_3500_3.csv,OK,
866_3_4000_1.csv,OK,
866_3_4000_2.csv,OK,
866_3_4000_3.csv,OK,
866_3_4500_1.csv,OK,
866_3_4500_2.csv,OK,
866_3_4500_3.csv,OK,
866_3_5000_1.csv,OK,
866_3_5000_2.csv,OK,
866_3_5000_3.csv,OK,
866_3_5500_1.csv,OK,
866_3_5500_2.csv,OK,
866_3_5500_3.csv,OK,
866_3_6000_1.csv,OK,
866_3_6000_2.csv,OK,
866_3_6000_3.csv,OK,
885_6_1500_1.csv,OK,
885_6_1500_2.csv,OK,
885_6_1500_3.csv,OK,
885_6_2000_1.csv,OK,
885_6_2000_2.csv,OK,
885_6_2000_3.csv,OK,
885_6_2500_1.csv,OK,
885_6_2500_2.csv,OK,
885_6_2500_3.csv,OK,
885_6_3000_1.csv,OK,
885_6_3000_2.csv,OK,
885_6_3000_3.csv,OK,
885_6_3500_1.csv,OK,
885_6_3500_2.csv,OK,
885_6_3500_3.csv,OK,
885_6_4000_1.csv,OK,
885_6_4000_2.csv,OK,
885_6_4000_3.csv,OK,
885_6_4500_1.csv,OK,
885_6_4500_2.csv,OK,
885_6_4500_3.csv,OK,
885_6_5000_1.csv,OK,
885_6_5000_2.csv,OK,
885_6_5000_3.csv,OK,
885_6_5500_1.csv,OK,
885_6_5500_2.csv,OK,
885_6_5500_3.csv,OK,
885_6_6000_1.csv,OK,
885_6_6000_2.csv,OK,
885_6_6000_3.csv,OK,
953_3_1500_1.csv,OK,
953_3_1500_2.csv,OK,
953_3_1500_3.csv,OK,
953_3_2000_1.csv,OK,
953_3_2000_2.csv,OK,
953_3_2000_3.csv,OK,
953_3_2500_1.csv,OK,
953_3_2500_2.csv,OK,
953_3_2500_3.csv,OK,
953_3_3000_1.csv,OK,
953_3_3000_2.csv,OK,
953_3_3000_3.csv,OK,
953_3_3500_1.csv,OK,
953_3_3500_2.csv,OK,
953_3_3500_3.csv,OK,
953_3_4000_1.csv,OK,
953_3_4000_2.csv,OK,
953_3_4000_3.csv,OK,
953_3_4500_1.csv,OK,
953_3_4500_2.csv,OK,
953_3_4500_3.csv,OK,
953_3_5000_1.csv,OK,
953_3_5000_2.csv,OK,
953_3_5000_3.csv,OK,
953_3_5500_1.csv,OK,
953_3_5500_2.csv,OK,
953_3_5500_3.csv,OK,
953_3_6000_1.csv,OK,
953_3_6000_2.csv,OK,
953_3_6000_3.csv,OK,
